group,file,entropy,perplexity,rolling_entropy,sentence_entropy_variance
humanresumes_losing,10176815.txt,7.893368771568648,237.76108124062694,0.041630141745756334,0.7146513051831619
humanresumes_losing,10182582.txt,7.009106454164541,128.81050577869672,0.00665532878205054,0.5987453323339439
humanresumes_losing,10395944.txt,7.269834653668898,154.3257137621251,0.020158348891618334,1.20483280368833
humanresumes_losing,10464113.txt,7.707346802340744,208.9982138257883,0.014829485274381856,0.8068300557589236
humanresumes_losing,10466583.txt,6.607970680383669,97.54328676797688,0.010205815736768832,0.5830826804928281
humanresumes_losing,10553553.txt,7.563561845795512,189.17292964671134,0.022628907948350513,0.8101054231299836
humanresumes_losing,10567764.txt,7.326789765525658,160.54008602155182,0.04005055762848847,1.7815551571033104
humanresumes_losing,10659182.txt,7.82374603796368,226.5594782615155,0.013915838381190456,3.609726752400019
humanresumes_losing,10751444.txt,8.119923865076373,278.189443609111,0.040827854181839214,1.976900226412184
humanresumes_losing,10840430.txt,7.880799339559755,235.6985935428019,0.022032360885392684,1.6011371539554193
humanresumes_losing,10926726.txt,7.829130008727308,227.4065515952907,0.030181264719656126,1.2688349680353659
humanresumes_losing,10945968.txt,7.534257110349235,185.36911873667157,0.02167223827782829,1.5065317216594583
humanresumes_losing,11121498.txt,7.8425367583513195,229.5296562967745,0.020548529155560942,0.9257018634452068
humanresumes_losing,11152490.txt,8.282502076577025,311.3734396349435,0.04766804148627799,0.5882814336984014
humanresumes_losing,11174187.txt,8.107683492607615,275.8391631849235,0.026550259723597983,1.2722937733212687
humanresumes_losing,11188218.txt,8.058666761370677,266.62472482306936,0.029426973892094505,1.3083104898740536
humanresumes_losing,11336022.txt,7.33533687554069,161.49401347968578,0.019395064612258886,0.4937629991342881
humanresumes_losing,11393213.txt,7.29728497876183,157.2902003118763,0.006854891958872092,0.23931793213057864
humanresumes_losing,11441764.txt,7.897326563045868,238.41423432227114,0.023688863555305105,0.637684552102721
humanresumes_losing,11480899.txt,7.859281195454271,232.20917964957198,0.024370101562355945,1.913421182717523
humanresumes_losing,11580408.txt,7.527324665650082,184.48051887543866,0.07047365871861583,3.458027705106629
humanresumes_losing,11698189.txt,7.632759048594126,198.46751104744905,0.03271418188884095,0.6244432898927859
humanresumes_losing,11722421.txt,7.437461981278185,173.34014198953608,0.022532358721122588,1.0116768827912577
humanresumes_losing,11813872.txt,7.889337437874027,237.0976310217422,0.030123840947778487,2.3168040059808694
humanresumes_losing,11919526.txt,7.917300271503021,241.73796755713246,0.09077456440372783,2.1572684670747813
humanresumes_losing,11958994.txt,7.926976893901503,243.36483217022757,0.017026759926274337,0.6506559988327872
humanresumes_losing,11995013.txt,7.673866849171549,204.20393390293134,0.03082327670643405,1.7077921483361476
humanresumes_losing,12021752.txt,7.4602632896285765,176.1014880405008,0.019618170896651625,2.4106901103170957
humanresumes_losing,12022566.txt,7.784223954341613,220.43720875878606,0.031118060055431378,1.7171491140072113
humanresumes_losing,12059198.txt,7.24406949060147,151.59406800540077,0.010097048652843962,1.1400925150934862
humanresumes_losing,12059610.txt,7.757050715282937,216.32411875130313,0.022652106245261747,0.6409950215713545
humanresumes_losing,12065211.txt,7.855769723589598,231.64467747886098,0.02634879741677062,1.1060261196803731
humanresumes_losing,12071138.txt,7.663219752088702,202.70245505921673,0.023492269362215528,0.466773956216442
humanresumes_losing,12082377.txt,7.267636450135561,154.0907500275644,0.011092431822934729,0.4836094643574901
humanresumes_losing,12144825.txt,7.633031229415676,198.50495773205742,0.023281614386095807,4.032403872734001
humanresumes_losing,12155206.txt,7.673329629066354,204.12790810871707,0.05168397187684062,0.781459955278873
humanresumes_losing,12191094.txt,7.707250964363925,208.98433057248428,0.026420181413296412,0.6861607526614882
humanresumes_losing,12587973.txt,7.744321017368443,214.42376741650543,0.013067080344532786,0.5573849617356538
humanresumes_losing,12613221.txt,7.162322162077883,143.24313237449238,0.018256581809263667,1.3146275378138828
humanresumes_losing,12632728.txt,0,1,0,0
humanresumes_losing,12674256.txt,7.975362799800205,251.66535247765398,0.018306720610969104,6.604920251076332
humanresumes_losing,12696104.txt,5.439548526341971,43.39775555961958,0.043250839807321695,1.5001659772024125
humanresumes_losing,12717345.txt,7.515831882717138,183.01675006597458,0.012295888490963587,1.0608839605433034
humanresumes_losing,12780508.txt,7.903165350220225,239.38108500642687,0.015798286977394663,0.5838436444931674
humanresumes_losing,12791244.txt,7.585259684577089,192.0395545669801,0.023408686147388277,0.608162198487847
humanresumes_losing,12802330.txt,7.697508811905383,207.57786666364362,0.021300112228559685,0.5155416112390038
humanresumes_losing,12920612.txt,7.818738688300171,225.77449182470417,0.019610785334232463,1.9770356326442164
humanresumes_losing,12938200.txt,7.794282387185482,221.97946135326947,0.028288767303532,1.2611982682919207
humanresumes_losing,12955994.txt,7.967075044484457,250.2237717207596,0.02448584484893024,0.5215687022620801
humanresumes_losing,13014900.txt,8.499557720511495,361.92770067233107,0.021575038591790902,1.1594498217085842
humanresumes_losing,13037145.txt,7.055317259497149,133.00321041331034,0.02367095189551412,1.0850766517244852
humanresumes_losing,13087952.txt,7.508111770149143,182.04001122447343,0.010554333444580441,0.739469589908209
humanresumes_losing,13342150.txt,7.955451698359061,248.2158957403183,0.01811992249522969,0.48805203225002713
humanresumes_losing,13348915.txt,7.391272519586878,167.87836640736458,0.022286792715193838,0.4490605587180635
humanresumes_losing,13385306.txt,7.442853869037676,173.98919066034554,0.0226708435601238,1.0927998131128638
humanresumes_losing,13386301.txt,7.646100195865594,200.31132735965343,0.016692096630302706,5.013586906875344
humanresumes_losing,13405229.txt,7.797897892010799,222.5364566154925,0.024650435585660026,0.8159498345324935
humanresumes_losing,13518263.txt,6.893439953219141,118.8864062548475,0.021782024869489467,0.3145337633052215
humanresumes_losing,13565152.txt,8.28300313216018,311.4816000510915,0.031126959982754936,0.6354685691559735
humanresumes_losing,13727873.txt,8.327720633018597,321.2874088678987,0.016283666207445344,0.5397850275050077
humanresumes_losing,13809698.txt,7.459735013927027,176.03701626786167,0.022662053445877878,0.7190646858415367
humanresumes_losing,13836471.txt,7.011392876502147,129.01481002219742,0.03282583055934688,1.1033665694601344
humanresumes_losing,13888506.txt,7.556562236955987,188.25733108564978,0.008002982916310401,1.3435981925612137
humanresumes_losing,13909762.txt,8.140868598011199,282.25759629384015,0.045684290184263135,0.657983166459065
humanresumes_losing,13982572.txt,7.848744252495448,230.51938289528889,0.012895294450362882,0.926101756718816
humanresumes_losing,13998435.txt,7.643006177663503,199.8821980072359,0.04863756838096076,0.6905970460129058
humanresumes_losing,14241621.txt,7.657254956056675,201.8661156045699,0.015472271108146437,0.5679562100215054
humanresumes_losing,14256329.txt,7.548447974026744,187.2014726626238,0.029230139241730565,1.1739231530111347
humanresumes_losing,14267489.txt,8.148114175910964,283.6787307014475,0.03975112686825577,1.9701473644130962
humanresumes_losing,14364597.txt,7.390630253627194,167.80364613722276,0.042515656479737686,0.541535141832847
humanresumes_losing,14391434.txt,7.987263333165619,253.74988058973975,0.02732102896430471,1.2434372009497834
humanresumes_losing,14408510.txt,7.733756024097581,212.8592572537492,0.015941434734253267,0.4782820715626983
humanresumes_losing,14445309.txt,7.40962935064176,170.02809589946855,0.03230287679908034,12.082265426081216
humanresumes_losing,14536764.txt,7.816101322579975,225.3621344282581,0.013085986250345589,0.8799127462392199
humanresumes_losing,14589288.txt,7.15215867758997,142.23756067934227,0.020119748612220774,1.0008786282933075
humanresumes_losing,14825300.txt,7.875026762507463,234.75738985329872,0.016071940214679826,1.9662876910076643
humanresumes_losing,14937492.txt,7.863332275243504,232.86213807961525,0.0193451908326516,1.3898458791989434
humanresumes_losing,14945250.txt,7.877768987943583,235.20403302572254,0.027560000127521616,1.1320834603033643
humanresumes_losing,14990354.txt,7.717608880025102,210.4901451956407,0.017778861106719317,1.901883342891499
humanresumes_losing,15119529.txt,7.5495919449306745,187.34997110446366,0.010314018136443847,0.8771405026690252
humanresumes_losing,15139979.txt,8.505070171307336,363.31324996664097,0.11535158253378056,0.5720765943550339
humanresumes_losing,15180322.txt,7.900533558123975,238.9447994791866,0.019787680559038116,0.5159818643380083
humanresumes_losing,15224503.txt,7.707347587135627,208.99832751632482,0.027201655424993417,1.8001093279615175
humanresumes_losing,15297298.txt,7.932644029589451,244.32268802960542,0.009907202329966043,1.5265798924470941
humanresumes_losing,15306049.txt,6.772950067748468,109.36066175220617,0.011536458522790454,0.6552952138013538
humanresumes_losing,15313140.txt,7.80674242896762,223.90492146383318,0.020102858745153197,0.32221318124790665
humanresumes_losing,15353911.txt,6.990894322687713,127.19466260377683,0.00240397256535539,1.197357883479527
humanresumes_losing,15363277.txt,7.802082380809511,223.18285315068402,0.015169544330244776,1.8030921079567614
humanresumes_losing,15425154.txt,7.8358720305990035,228.47175798102262,0.011703943375206175,1.4906455821534264
humanresumes_losing,15433732.txt,7.239687714650978,151.1343426261836,0.03210924083013149,1.1289758142146262
humanresumes_losing,15564893.txt,7.454172211367808,175.35955247452773,0.040405604196679365,1.735572802007927
humanresumes_losing,15603319.txt,7.629042532582374,197.95689833707195,0.03743645200140698,1.4313488573100062
humanresumes_losing,15618327.txt,7.675679687964738,204.46069051679473,0.03716074489293283,0.6149775022612162
humanresumes_losing,15620421.txt,8.01516645956211,258.7054182623303,0.028354247036675034,0.4848275802579142
humanresumes_losing,15636923.txt,8.035944540519624,262.4583233922726,0.012614913413746586,0.530021061028885
humanresumes_losing,15651486.txt,7.776522929996926,219.2636623831514,0.041875677070260874,2.191765799689873
humanresumes_losing,15680735.txt,7.8693756837313,233.83963688004948,0.027063166540476795,1.4529656274958815
humanresumes_losing,15684810.txt,8.42132295872291,342.8236809962417,0.06505692638191442,2.153567164987436
humanresumes_losing,15717923.txt,7.823544931303966,226.52789886107345,0.022141258779908957,3.045361847646047
humanresumes_losing,15721849.txt,7.974919659877997,251.5880625199362,0.04948627001452489,1.355309255896892
humanresumes_losing,15727656.txt,7.633257235733098,198.5360570894749,0.03029725757273854,1.2648332189545068
humanresumes_losing,15765660.txt,7.9713474371310244,250.9658819260331,0.020760649481876035,0.47737114410041315
humanresumes_losing,15790602.txt,7.790005609077496,221.3223916960643,0.013385013110583745,1.0866530760819553
humanresumes_losing,15791766.txt,7.738432174801493,213.55030892817635,0.04093597378063336,0.672072480853359
humanresumes_losing,15792052.txt,7.600608127456156,194.0935179276112,0.025472533302251726,0.8596368269514869
humanresumes_losing,15891494.txt,7.780612793717423,219.88612990039465,0.02544097482835705,1.1269300477669066
humanresumes_losing,15918496.txt,7.688938065614458,206.34834621086068,0.011089654777373488,0.6952298871816868
humanresumes_losing,15936656.txt,6.586880844517119,96.12773558681653,0.06502676712826246,0.9041044066463331
humanresumes_losing,15941675.txt,7.585523561707745,192.0746829065368,0.039844043057836454,1.850591082346398
humanresumes_losing,15958967.txt,7.935706219149425,244.84182542919496,0.022681398110200045,3.003418741652994
humanresumes_losing,16223371.txt,7.108446120504288,137.99250700113348,0.010225229069083012,1.1175546982383897
humanresumes_losing,16276121.txt,7.532471298683634,185.13980517583747,0.011760673300326218,2.6887067613093283
humanresumes_losing,16407619.txt,7.564316871072713,189.27195800737888,0.014053343161689004,2.174020096668441
humanresumes_losing,16449850.txt,7.263796765571388,153.6811879134865,0.011041605650773176,1.153802925956265
humanresumes_losing,16833515.txt,8.305936456435642,316.472527442872,0.012469433804342723,0.3784223590100124
humanresumes_losing,16861758.txt,7.795476759563672,222.16330887870123,0.0574654798185155,2.147152448812528
humanresumes_losing,16887936.txt,8.15654750599813,285.34184193248166,0.016998799560182704,0.6724077701456292
humanresumes_losing,17043822.txt,7.694618744277003,207.16245414036973,0.029378649432011995,0.43741541445113347
humanresumes_losing,17108676.txt,7.374946022306555,165.9892524765813,0.05369194879243429,2.1960564134433125
humanresumes_losing,17131084.txt,7.8122293188661285,224.75810303715673,0.02134334882909765,8.509867685173147
humanresumes_losing,17150707.txt,7.461813749282508,176.29084546788062,0.025522635039822404,1.5622669730489518
humanresumes_losing,17163375.txt,7.34941816524425,163.0779781538764,0.007893915356130017,1.5792462444381399
humanresumes_losing,17276884.txt,7.845299949921621,229.96969535940758,0.021723658119244694,0.8192996549931888
humanresumes_losing,17286050.txt,7.0058128376317335,128.51677183501405,0.019804849593028764,2.7374657253753956
humanresumes_losing,17307206.txt,8.040905016503686,263.3622975234593,0.018138378222030616,1.2041340060921517
humanresumes_losing,17311685.txt,6.994323835066943,127.4973839310167,0.021991332431715842,1.1171689350785903
humanresumes_losing,17312146.txt,7.469164315787591,177.1913437178663,0.03552472061162855,0.5018155703232728
humanresumes_losing,17342969.txt,8.463603199437921,353.0192877886561,0.030655360385582274,0.9265082284272227
humanresumes_losing,17378327.txt,7.0145407867535825,129.29662317847007,0.03447522566931808,0.5212833858809934
humanresumes_losing,17392859.txt,7.8092908360122175,224.30078137919412,0.01967694533063394,1.0013997875682898
humanresumes_losing,17407184.txt,7.4280053636970615,172.20764292860227,0.06590579313989947,1.1800462008442067
humanresumes_losing,17410700.txt,7.257198212509171,152.97989075268964,0.01326310710993902,0.451221102009385
humanresumes_losing,17412079.txt,7.813460353285559,224.94996828421586,0.025154798860764632,0.9209908165284708
humanresumes_losing,17421910.txt,7.5398887950325175,186.09413726570966,0.01861749664704411,0.49043656879844233
humanresumes_losing,17431847.txt,7.748498318074954,215.04552776291766,0.032866818567798134,0.9482614133733859
humanresumes_losing,17432318.txt,7.822687153847767,226.39325310048906,0.013430697131159795,1.6039251332107918
humanresumes_losing,17483843.txt,8.063869717597864,267.5880200574381,0.030816271831895694,1.054335575374063
humanresumes_losing,17488801.txt,7.364213451609001,164.75899850222046,0.01854673455577868,0.5999368243012048
humanresumes_losing,17510973.txt,7.695787746029894,207.33038388781165,0.015668284533821446,1.8144195156090657
humanresumes_losing,17555081.txt,7.869953764262016,233.9333540023595,0.02600382422322447,2.8067309739297954
humanresumes_losing,17556527.txt,7.896449800235822,238.2693878899326,0.022262032613546236,1.0506263965541056
humanresumes_losing,17562754.txt,7.379942315264396,166.56509742259175,0.026831308880396802,2.826283295614957
humanresumes_losing,17571262.txt,7.626041761717393,197.54558067999608,0.00902905850252248,0.3522176214690863
humanresumes_losing,17576030.txt,6.736290430176639,106.61675962384284,0.02800520028911258,0.727684057033378
humanresumes_losing,17624934.txt,7.690166045322813,206.52405864152664,0.019043285546480115,1.4209421156781212
humanresumes_losing,17641670.txt,8.580251148596608,382.7480317545908,0.03959742365117678,0.7194171234969939
humanresumes_losing,17655479.txt,7.80741316878193,224.00904385837964,0.014913605401400576,0.36218984490477474
humanresumes_losing,17688766.txt,7.55361246403788,187.87280834141112,0.03262183236169003,1.307840255919706
humanresumes_losing,17694572.txt,7.233727737334959,150.51127315558693,0.01732285573291619,1.1050976406563064
humanresumes_losing,17714174.txt,7.79379343797657,221.90424220525992,0.02776345255154417,0.3632702922527898
humanresumes_losing,17775916.txt,7.955451982984861,248.21594471023414,0.03365448178185375,1.1211160807580896
humanresumes_losing,17812897.txt,8.049979691362688,265.0240897662317,0.02361858018387941,1.2165351712662753
humanresumes_losing,17823436.txt,8.295410359038272,314.17190427741644,0.020546364434414408,1.7201906833443048
