file,entropy,perplexity,rolling_entropy,sentence_entropy_variance
10138632.txt,7.630211483530476,198.11735891261938,0.024495149625168317,0.41562971590539555
10186968.txt,7.725686652605384,211.67200304500398,0.03211594534588582,0.3671610896833295
10268614.txt,7.7481486059408144,214.99340661863326,0.017460214121305332,1.873321903142825
10466208.txt,7.554467356081004,187.98416837254598,0.031730246361204945,0.48446125416792574
10480456.txt,8.322223090509695,320.06543881293237,0.049621340004509636,3.168861135437933
10549585.txt,7.830813906823189,227.67213303204778,0.02289549182931051,0.6711781681523188
10554045.txt,8.072821879916502,269.25361044868475,0.023683703825008246,0.9708449881741946
10554236.txt,8.435916260695848,346.3090455201049,0.023424012104034258,0.4201682130728033
10562768.txt,7.908191651486363,240.21653519479213,0.030962253603478842,0.8771173980593037
10624813.txt,7.98556389578694,253.45114930398418,0.04824501199516851,0.45478346072577785
10738095.txt,7.717411658165885,210.4613723647751,0.022941134067514055,0.5630053193221302
10748989.txt,7.075109102131776,134.8404093655287,0.027532236982652458,0.9548782614227788
10820510.txt,7.000066786843261,128.0059256555069,0.01830718292020667,0.8009824527982679
10830646.txt,7.7631323991110115,217.2379582991618,0.1250978833440555,1.852950518189541
10953078.txt,7.767548697472747,217.9039740015939,0.050049669039856366,0.9636653745895458
10969918.txt,7.717307172184368,210.44613042788222,0.01551018806676941,1.4066811639150165
10984392.txt,8.153781888024072,284.7953711965483,0.01434873000575117,0.7693849049829435
11232471.txt,6.74106327741825,106.97006240638089,0.025986153929977676,0.4761297403354565
11262933.txt,7.7755946476347155,219.12262556200744,0.020037946809701314,0.4702540620361187
11289482.txt,8.059388156824777,266.7580793821848,0.01832699486431637,0.7056661245492186
11333001.txt,8.034401256300484,262.1777157725472,0.01660595740458091,0.25808771564248617
11522068.txt,6.652219424244834,100.58137872363834,0.006135835933596457,1.6719943155405632
11584809.txt,7.513659612148945,182.7413885145419,0.0311831460716104,0.5175492331091953
11592605.txt,7.8933540344057285,237.75865251813568,0.01898454881019369,1.430064809571451
11704150.txt,7.619089144514151,196.59586185769,0.014873022644210828,0.9315845154598229
11807040.txt,8.410871712840713,340.3491538613337,0.03462179674157162,0.7001335710393427
11887930.txt,7.760249271342909,216.80425654300615,0.07227589756362457,1.4459059434953738
12085736.txt,7.6941312831392015,207.09246943509885,0.018711023436189272,0.35112014880077685
12212468.txt,7.754402229966727,215.927357366032,0.02578991061168155,1.1869688788950608
12254068.txt,7.827187825211672,227.1006185410959,0.025193861059790174,0.5665784589676782
12351749.txt,7.280763904388641,155.49925998197511,0.033290926220119886,0.8543631262191047
12545844.txt,7.121437620184841,139.24074424277023,0.01345729631070386,0.6093820384441943
12547982.txt,7.526063720190385,184.31934950949758,0.023395570251341393,1.62097749101185
12674307.txt,7.255787374217395,152.83036199990778,0.010579872493080152,4.626309817194942
12693146.txt,7.741706554814035,214.03553897101924,0.01585441655413909,0.8732071766540823
12695537.txt,7.957323349187364,248.53812251485368,0.03050085076569713,0.7082522005062437
12786012.txt,7.562048469954333,188.97459276465307,0.021307807036485424,0.5231232673250544
12839152.txt,7.722388537135252,211.18865672551624,0.02314446907398287,0.36608376054439806
13115648.txt,7.780952528947065,219.93791621641572,0.01960271868348375,0.5590251394260559
13129275.txt,7.531288716922001,184.98810766448457,0.017572160020749635,2.076834395992008
13264796.txt,8.256736383904542,305.8618548049478,0.02565710219033095,3.5319192183641785
13294301.txt,7.250914555065188,152.31503586264336,0.009161474439273993,0.3189026672820585
13296856.txt,7.385017285827245,167.15205548819873,0.01845178368934451,4.456785191007378
13313917.txt,7.82643192826722,226.98166083003224,0.009478326801183719,0.6476507707054893
13393401.txt,7.64093758711615,199.59580474484392,0.02093610052902697,0.8888084969835478
13520837.txt,7.935415747109523,244.79253396888302,0.019453814466378526,1.3992954144709209
13569152.txt,7.746796811080872,214.79205369332496,0.045854445731062246,1.4187871898047903
13764840.txt,6.938977408168605,122.69880671448146,0.013548262205123422,3.372141580030138
13807808.txt,7.019137933320917,129.7092838847632,0.05576340220106988,3.32137928438608
13812481.txt,7.39957646232372,168.84743609398888,0.019152163610244362,0.8056625294503243
13907230.txt,7.0627649335856075,133.69159274903032,0.010234582745454631,2.9505156309928373
13915715.txt,7.59692017882683,193.59799200095074,0.06827656485561583,0.7085737350407246
14062078.txt,7.979641234539092,252.41279522075024,0.0325328913950811,1.1736680635136252
14070138.txt,7.809470547106232,224.328723424022,0.014170727436931646,0.7099422858892477
14128006.txt,7.494311725264809,180.30701604138983,0.02015297879901938,5.497669004012135
14248724.txt,6.8997000593893105,119.40339601312277,0.01274808250584648,0.9259124828543289
14278888.txt,7.825547056624024,226.84248515748493,0.030924407135959415,0.7152177100683382
14381464.txt,6.213931872830543,74.23007250156132,0.007869619582527,1.3090511220242838
14449423.txt,7.979258114029655,252.3457736557509,0.02597635452450873,0.8557322218941756
14517953.txt,7.832871999598034,227.99715303965868,0.03491708025587225,0.6775788166404741
14528265.txt,7.012259462498672,129.09232883909067,0.11110689843854563,0.8381117267613352
14554542.txt,7.904838696504782,239.6588982876865,0.04520046063898469,1.9041047955171948
14667957.txt,7.730405036295917,212.36541690112932,0.052276645538574806,0.48515197493843143
14708590.txt,7.637371772111819,199.10308600567836,0.030504982990813775,1.1942017549766841
14726000.txt,7.736257414391174,213.22863949737732,0.023222097143631458,1.516925828636552
14743911.txt,7.318353212668287,159.60402367638594,0.04338240382546398,0.4082607272714062
14771530.txt,7.096931158527165,136.8954948137863,0.015477100542409602,1.0740628019858491
14874322.txt,6.763481178276538,108.64524153735974,0.031997412925544866,0.1004833761641595
14886205.txt,8.003910314340144,256.6948095688344,0.02192928693057314,1.0103592794801814
14910300.txt,7.677638176365755,204.73843862097976,0.06002740146200451,1.0980974699004986
15354126.txt,7.82881574202644,227.3570203212496,0.02416797301589235,1.1695497706120248
15699744.txt,7.955839844650032,248.28268535146222,0.016975922873167158,1.0737982232868248
15746146.txt,7.4828883555702985,178.88496866522564,0.02239144206300789,0.7560426226890589
15802627.txt,7.934181728783698,244.58323865085245,0.038506047217299166,0.7839255121166983
15811992.txt,7.601399202572243,194.19997469891536,0.09424961284654103,1.2508833264233659
15821633.txt,7.997242937514795,255.51123835015665,0.02208596928196302,0.7064312816686568
15899269.txt,6.889635517754024,118.57331179490798,0.033598705852831874,0.25669142387951177
15906625.txt,7.358518129035876,164.10986207363206,0.022544107810679788,0.3939112859641856
15917885.txt,7.162022003357186,143.21333314337346,0.013237213015574003,3.267749559026581
15973307.txt,7.143452696010505,141.3818089630478,0.014855721146719444,1.0379911161846875
16203589.txt,8.093860123545294,273.2087963033649,0.020970348291749402,1.39030369174965
16248476.txt,6.779026387964904,109.82223660685945,0.044651630836211424,0.331932443126606
16270906.txt,8.156724103663574,285.37677224412295,0.02698311100236892,0.3654679626642491
16300459.txt,7.801297325074273,223.06143919193067,0.009016599489482666,5.725158017902148
16332348.txt,8.54512408043619,373.5413335415923,0.0252205427993975,0.504366566032593
16378091.txt,7.291347382831925,156.6441826744919,0.008341370442779253,0.3110787342407369
16605352.txt,8.059957011192651,266.86328277934086,0.02187186054847913,1.7427753859285953
16702198.txt,7.98060677202007,252.5817814442561,0.025482040594140963,0.8126658960812188
16877897.txt,8.025600969615134,260.58332726644585,0.046834639941635434,0.8125912336684815
16893572.txt,7.850896058543175,230.86346330957994,0.014250829310225999,1.5912000604331173
16985289.txt,7.51894791412874,183.41246935577814,0.013934964112239254,0.5616086207435836
17021141.txt,7.598035536690006,193.74772186553244,0.053138942392911885,4.43825274245464
17095812.txt,7.772589177252823,218.6666171578187,0.01794860335458936,0.3491653670560919
