file,group,entropy,perplexity,rolling_entropy,sentence_entropy_variance,lexical_density,pattern_regularity,repetition,sentence_evenness,tonal_stability
99714410.txt,AI,7.397947195986170,168.65686070711600,0.02707415923708540,0.32610188549786700,0.5389908256880730,0.02304147465437790,0.6192660550458720,0.650943799197462,0.9661621594646630
10176815_AI.txt,AI,7.607691319476580,195.04880097533600,0.01723861216822050,0.30918817744964900,0.5210084033613450,0.04852320675105490,0.5945378151260500,0.8112147542319570,0.9766145316282380
10182582_AI.txt,AI,7.304976027992110,158.1309580059130,0.012313103869191000,0.5601449684141330,0.5052631578947370,0.037037037037037000,0.5947368421052630,0.8676270388470220,0.9683148369611250
10186968_AI.txt,AI,7.771186105495400,218.45405954503600,0.01892031432208620,0.42307578093458700,0.5448979591836740,0.0430327868852459,0.6326530612244900,0.6991389884566340,0.9390474814832760
10268614_AI.txt,AI,7.81540114400415,225.25278668026800,0.013903341873543900,0.7293834630988160,0.4520367936925100,0.077733860342556,0.5164257555847570,0.6525536235080390,0.9617308135551890
10395944_AI.txt,AI,7.446964878051020,174.48568588228300,0.011218297968840600,0.5962797232212500,0.45714285714285700,0.05077262693156730,0.5582417582417580,0.7533876431234790,0.9601141741920660
10464113_AI.txt,AI,7.598610042094970,193.82489082763300,0.012733225978070800,0.8011580598440640,0.44234404536862000,0.06261859582542700,0.5425330812854440,0.5884928643686840,0.968911572057747
10466208_AI.txt,AI,7.489892438509470,179.75554175077200,0.011043083870151400,0.8362033401703020,0.5011441647597260,0.034482758620689700,0.5949656750572080,0.8205735286716060,0.951857528237658
10466583_AI.txt,AI,6.7591998497141900,108.32330484017300,0.014547592931515000,0.36117993978056100,0.4864864864864870,0.1245136186770430,0.583011583011583,0.4953885124105230,0.9540337555693380
10480456_AI.txt,AI,7.685983822291050,205.92623378749400,0.03258906130874550,1.6492813788738600,0.42196531791907500,0.12028985507246400,0.48121387283237000,0.6187426076712050,0.961266877751228
10549585_AI.txt,AI,7.621566308432150,196.93371462643200,0.01686087327247500,0.4536627404797950,0.4553415061295970,0.04569420035149390,0.5288966725043780,0.9364282648737610,0.94971285111778
10553553_AI.txt,AI,7.652356761622510,201.18190805072100,0.01583369696648100,0.6699337667240900,0.4511400651465800,0.07026143790849670,0.509771986970684,0.8815800090121060,0.9923506305561300
10554045_AI.txt,AI,7.588221900769220,192.43426520990800,0.010165866326275300,0.4955689858114610,0.5135135135135140,0.013574660633484200,0.6058558558558560,0.6560717361673880,0.9466711827373480
10554236_AI.txt,AI,7.739005560144320,213.63519932390600,0.009023014746537430,0.3845949823702270,0.42686567164179100,0.05688622754491020,0.5059701492537310,0.48755410259746100,0.9549095418718570
10562768_AI.txt,AI,7.731976060178240,212.59679834500400,0.015659469038878000,0.5468985427791660,0.4853700516351120,0.06563039723661490,0.5611015490533560,0.8117009555537120,0.9484670739655270
10567764_AI.txt,AI,7.511004476507570,182.40538059191800,0.012431399301177200,2.7019409654844400,0.4750499001996010,0.0841683366733467,0.564870259481038,0.9753684163984940,0.9550540841699060
10624813_AI.txt,AI,7.82887724628765,227.36671309986300,0.04796760537894600,1.2824100907658900,0.45335276967930000,0.10526315789473700,0.532069970845481,0.7200398915700090,0.9521433055314150
10659182_AI.txt,AI,7.757990226315520,216.4650390992250,0.006695764716416990,0.5869052062287400,0.5334645669291340,0.02766798418972330,0.6161417322834650,0.8150202330627600,0.9619396163517100
10738095_AI.txt,AI,7.7805301724648400,219.8735376707370,0.012608003428242100,0.6263499443158430,0.41812865497076000,0.20087976539589400,0.4956140350877190,0.9971948012905060,0.9574818535761850
10748989_AI.txt,AI,7.307775799750010,158.43813343049700,0.009925415014603840,0.6297327387026210,0.36476043276661500,0.31007751937984500,0.41576506955177700,1.057970257686880,0.9715794432151720
10751444_AI.txt,AI,7.678705744820920,204.88999746202100,0.011922996046182100,0.7450102003558960,0.45058139534883700,0.09766763848396500,0.5101744186046510,0.7129641045079760,0.9621742768093230
10820510_AI.txt,AI,7.258762560019010,153.1458603429120,0.017650544351049000,1.3194191243303400,0.467005076142132,0.07397959183673470,0.5558375634517770,0.9479078731494780,0.9672849665753960
10830646_AI.txt,AI,7.762739562546460,217.1788138554420,0.03925237440381360,2.2544833827825800,0.44838212634822800,0.08500772797527050,0.5161787365177200,0.7129771299178300,0.9684918628169360
10840430_AI.txt,AI,7.746849426972810,214.7998874220430,0.021349784891147700,2.2843504777433200,0.46955128205128200,0.04823151125401930,0.530448717948718,0.9340632219728880,0.9641441236354940
10926726_AI.txt,AI,7.766254916965540,217.7086496026840,0.009614538569079030,1.0475599434632400,0.45709828393135700,0.057902973395931100,0.5241809672386900,0.8081463894876880,0.9650444817582600
10945968_AI.txt,AI,7.619371220292340,196.63430404455400,0.02322004589168970,1.692160398911390,0.462406015037594,0.062146892655367200,0.551594746716698,0.6369207638495490,0.9917419901989680
10953078_AI.txt,AI,7.52943343657602,184.750369121287,0.0225510994111321,0.6712547783598960,0.45611015490533600,0.07081174438687390,0.5094664371772810,0.7304896562779310,0.9169869766998170
10969918_AI.txt,AI,7.595360178847540,193.38876577566200,0.0071471885487000900,1.0462001195355900,0.5170340681362730,0.03822937625754530,0.5951903807615230,0.9000028089212330,0.9663458752084990
10984392_AI.txt,AI,7.875833768091690,234.8887436847570,0.01279416101844930,0.6891229182472470,0.5088652482269500,0.021352313167259800,0.599290780141844,0.5705549236306980,0.9712797514508820
11121498_AI.txt,AI,7.624695761977070,197.36136135858200,0.01584138615932280,0.20775320091419400,0.46116504854368900,0.048701298701298700,0.529126213592233,0.3393854311223100,0.9658295982720310
11152490_AI.txt,AI,7.8954084170190900,238.09745951827400,0.05568858689619040,0.35752561784270200,0.3853711790393010,0.0711159737417943,0.4596069868995630,0.8968249300768850,0.9778819580147680
11174187_AI.txt,AI,7.5465895412414500,186.9604810718970,0.02068406465999520,1.4092578992025200,0.46458333333333300,0.07112970711297070,0.5479166666666670,0.8851613193890660,0.984230502933906
11188218_AI.txt,AI,7.869074356697290,233.7908013020360,0.01954288408329300,0.6573136620041500,0.48811410459588000,0.04451510333863280,0.5625990491283680,0.6202284082028760,0.9563505444957480
11232471_AI.txt,AI,6.922148251237420,121.27583069195300,0.013998496341199800,0.27667467043498600,0.49825783972125400,0.06315789473684210,0.5853658536585370,0.4626195393032300,0.9677962416938710
