file,group,entropy,perplexity,rolling_entropy,sentence_entropy_variance,lexical_density,pattern_regularity,repetition,sentence_evenness,tonal_stability
10138632.txt,Human,7.630211483530476,198.11735891261935,0.0244951496251683,0.4156297159053955,0.4328767123287671,0.0425824175824175,0.5,0.5022837691983986,0.9878571224243384
10176815.txt,Human,7.893368771568648,237.76108124062696,0.0416301417457563,0.7146513051831619,0.4388489208633093,0.0995670995670995,0.5050359712230216,0.8277360992739211,0.9663425759982484
10182582.txt,Human,7.009106454164541,128.81050577869672,0.0066553287820505,0.5987453323339439,0.4931972789115646,0.1164383561643835,0.5850340136054422,0.6698448978847161,0.9603231874751892
10186968.txt,Human,7.725686652605384,211.672003045004,0.0321159453458858,0.3671610896833295,0.5393700787401575,0.0494071146245059,0.6220472440944882,0.5091441457019623,0.9639066847804868
10268614.txt,Human,7.7481486059408144,214.9934066186333,0.0174602141213053,1.873321903142825,0.4587554269175108,0.0711175616835994,0.5209840810419681,1.4203534923751364,0.9852747061992588
10395944.txt,Human,7.269834653668898,154.3257137621251,0.0201583488916183,1.20483280368833,0.3711967545638945,0.1160896130346232,0.4766734279918864,0.7016012843830474,0.956406064915181
10464113.txt,Human,7.707346802340744,208.9982138257883,0.0148294852743818,0.8068300557589236,0.3326039387308533,0.0592105263157894,0.4299781181619256,0.5542868702803309,0.963431375243194
10466208.txt,Human,7.554467356081004,187.984168372546,0.0317302463612049,0.4844612541679257,0.2655555555555555,0.7639198218262806,0.3066666666666666,1.0437612685542046,0.9582003494645178
10466583.txt,Human,6.607970680383669,97.54328676797688,0.0102058157367688,0.5830826804928281,0.4545454545454545,0.2666666666666666,0.5371900826446281,0.6554666118295088,0.9651259698232828
10480456.txt,Human,8.322223090509695,320.06543881293237,0.0496213400045096,3.168861135437933,0.2786647314949201,0.3467312348668281,0.3120464441219158,4.517481641519074,0.9991191268312952
10553553.txt,Human,7.563561845795512,189.17292964671137,0.0226289079483505,0.8101054231299836,0.4267100977198697,0.0669934640522875,0.4902280130293159,1.0568682813377386,0.9848646348558844
10554236.txt,Human,8.435916260695848,346.3090455201049,0.0234240121040342,0.4201682130728033,0.2086981903093987,0.3195093457943925,0.2755399883245767,0.4380692180422663,0.966721825570102
10562768.txt,Human,7.908191651486363,240.21653519479213,0.0309622536034788,0.8771173980593037,0.4115479115479115,0.1785714285714285,0.4680589680589681,0.8256613137775145,0.9637711938376422
10567764.txt,Human,7.326789765525658,160.54008602155182,0.0400505576284884,1.7815551571033104,0.261853448275862,0.6285097192224622,0.3049568965517241,0.8771902648699529,0.9906685298808592
10624813.txt,Human,7.98556389578694,253.45114930398415,0.0482450119951685,0.4547834607257778,0.4143835616438356,0.0938215102974828,0.4954337899543379,0.5114291856233469,0.9607467044281908
10659182.txt,Human,7.82374603796368,226.5594782615155,0.0139158383811904,3.609726752400019,0.4690966719492868,0.0699523052464228,0.5467511885895404,0.6828202946185259,0.9644166142686998
10751444.txt,Human,8.119923865076373,278.189443609111,0.0408278541818392,1.976900226412184,0.403954802259887,0.0867924528301886,0.4774011299435028,0.8988321081851565,0.9776408351712002
10820510.txt,Human,7.000066786843261,128.0059256555069,0.0183071829202066,0.8009824527982679,0.4454277286135693,0.0890207715133531,0.528023598820059,0.7293596075506058,0.98176612235051
10840430.txt,Human,7.880799339559755,235.6985935428019,0.0220323608853926,1.6011371539554191,0.3833515881708653,0.0406147091108671,0.4446878422782037,0.9466400948984456,0.9434707727814468
10926726.txt,Human,7.829130008727308,227.4065515952907,0.0301812647196561,1.268834968035366,0.4022824536376604,0.0371959942775393,0.477888730385164,1.1237609658054777,0.961853665240052
10945968.txt,Human,7.534257110349235,185.36911873667157,0.0216722382778282,1.5065317216594585,0.3518518518518518,0.1046357615894039,0.4372523117569353,0.6987439709494605,0.9908446954187612
10984392.txt,Human,8.153781888024072,284.7953711965483,0.0143487300057511,0.7693849049829435,0.4500601684717208,0.0241254523522316,0.54632972322503,0.5456594450468232,0.9677009814966846
11121498.txt,Human,7.84253675835132,229.5296562967745,0.0205485291555609,0.9257018634452068,0.4285714285714285,0.0448318804483188,0.5006211180124224,1.2750620803021933,0.9865261175488488
11152490.txt,Human,8.282502076577025,311.3734396349435,0.0476680414862779,0.5882814336984014,0.3045507584597433,0.0817757009345794,0.381563593932322,0.7071893196090598,0.9767018612641692
11174187.txt,Human,8.107683492607615,275.8391631849235,0.0265502597235979,1.2722937733212687,0.3211446740858505,0.0628480509148766,0.4130262112787927,0.8523269784241713,0.96401551935591
11188218.txt,Human,8.058666761370677,266.62472482306936,0.0294269738920945,1.3083104898740536,0.460559796437659,0.0433673469387755,0.544529262086514,0.8565880080259048,0.9844305955667796
11232471.txt,Human,6.74106327741825,106.97006240638088,0.0259861539299776,0.4761297403354565,0.4830188679245283,0.0380228136882129,0.5660377358490566,0.5347127392086364,0.9683723895493932
11262933.txt,Human,7.7755946476347155,219.12262556200744,0.0200379468097013,0.4702540620361187,0.3824228028503563,0.1404761904761904,0.4465558194774346,0.827599258053739,0.9064567489645408
11333001.txt,Human,8.034401256300484,262.1777157725472,0.0166059574045809,0.2580877156424861,0.4885598923283983,0.0269905533063427,0.5773889636608345,0.5726066721621996,0.948504176541401
11336022.txt,Human,7.33533687554069,161.49401347968578,0.0193950646122588,0.4937629991342881,0.4567901234567901,0.0595533498759305,0.5753086419753086,0.6711396782215828,0.965736673480888
11393213.txt,Human,7.29728497876183,157.2902003118763,0.006854891958872,0.2393179321305786,0.3161004431314623,0.8148148148148148,0.363367799113737,0.760520065387647,0.9758625543883648
11441764.txt,Human,7.897326563045868,238.4142343222711,0.0236888635553051,0.637684552102721,0.4148244473342002,0.0391134289439374,0.4915474642392717,0.82366007662688,0.9805849476748691
11480899.txt,Human,7.859281195454271,232.209179649572,0.0243701015623559,1.913421182717523,0.3309024612579763,0.0894977168949771,0.4056517775752051,1.3282361412061143,0.9879581059742396
11522068.txt,Human,6.652219424244834,100.58137872363834,0.0061358359335964,1.6719943155405632,0.5132275132275133,0.0213903743315508,0.6455026455026455,0.6054487394420651,0.9676850448595304
11580408.txt,Human,7.527324665650082,184.48051887543863,0.0704736587186158,3.458027705106629,0.3637602179836512,0.151639344262295,0.4223433242506812,1.9710813324762664,0.9648468002469216
11584809.txt,Human,7.513659612148945,182.7413885145419,0.0311831460716104,0.5175492331091953,0.4405144694533762,0.0580645161290322,0.5,0.7607212084489883,0.9676608062746606
11698189.txt,Human,7.632759048594126,198.46751104744905,0.0327141818888409,0.6244432898927859,0.4897540983606557,0.0699588477366255,0.5778688524590164,0.6600083582912302,0.9772191891515092
11704150.txt,Human,7.619089144514151,196.59586185769,0.0148730226442108,0.9315845154598228,0.4545454545454545,0.378657487091222,0.5197255574614065,2.2235823547354356,0.9781536020353369
11722421.txt,Human,7.437461981278185,173.34014198953608,0.0225323587211225,1.0116768827912577,0.3800322061191626,0.1033925686591276,0.4524959742351047,0.8652561670504861,0.9450962859920068
11813872.txt,Human,7.889337437874027,237.0976310217422,0.0301238409477784,2.3168040059808694,0.3024193548387097,0.0904684975767366,0.3653225806451612,0.7546115430096252,0.953520667123148
11919526.txt,Human,7.917300271503021,241.7379675571325,0.0907745644037278,2.1572684670747813,0.4398092967818832,0.1854066985645933,0.4880668257756563,1.221217208413513,0.9381600045427672
11958994.txt,Human,7.926976893901503,243.36483217022757,0.0170267599262743,0.6506559988327872,0.4344919786096257,0.0844504021447721,0.5120320855614974,0.6692408979704455,0.9634940717419896
11995013.txt,Human,7.673866849171549,204.20393390293137,0.030823276706434,1.7077921483361476,0.3885941644562334,0.1263297872340425,0.4628647214854111,2.116445964730027,0.9230391978590642
12021752.txt,Human,7.460263289628576,176.1014880405008,0.0196181708966516,2.4106901103170957,0.3728,0.4719101123595505,0.4256,1.1259914410568728,0.9728929225942496
12022566.txt,Human,7.784223954341613,220.43720875878608,0.0311180600554313,1.7171491140072113,0.4200848656294201,0.0680851063829787,0.4851485148514851,1.0262460317974569,0.990174974774904
12059198.txt,Human,7.24406949060147,151.59406800540077,0.0100970486528439,1.1400925150934862,0.4597402597402597,0.0678851174934725,0.5558441558441558,0.7199064565083779,0.9463956591798788
12059610.txt,Human,7.757050715282937,216.32411875130313,0.0226521062452617,0.6409950215713545,0.3685968819599109,0.2310267857142857,0.4387527839643652,0.5738880777285776,0.9737303635904156
