file,group,entropy,perplexity,rolling_entropy,sentence_entropy_variance,lexical_density,pattern_regularity,repetition,sentence_evenness,tonal_stability
10138632.txt,Human,7.630211483530476,198.11735891261938,0.024495149625168317,0.41562971590539555,0.4328767123287671,0.042582417582417584,0.5,0.5022837691983986,0.9878571224243383
10176815.txt,Human,7.893368771568648,237.76108124062694,0.041630141745756334,0.7146513051831619,0.43884892086330934,0.09956709956709957,0.5050359712230216,0.8277360992739211,0.9663425759982484
10182582.txt,Human,7.009106454164541,128.81050577869672,0.00665532878205054,0.5987453323339439,0.4931972789115646,0.11643835616438356,0.5850340136054422,0.6698448978847161,0.9603231874751892
10186968.txt,Human,7.725686652605384,211.67200304500398,0.03211594534588582,0.3671610896833295,0.5393700787401575,0.04940711462450593,0.6220472440944882,0.5091441457019623,0.9639066847804868
10268614.txt,Human,7.7481486059408144,214.99340661863326,0.017460214121305332,1.873321903142825,0.45875542691751087,0.07111756168359942,0.5209840810419681,1.4203534923751364,0.9852747061992587
10395944.txt,Human,7.269834653668898,154.3257137621251,0.020158348891618334,1.20483280368833,0.3711967545638945,0.11608961303462322,0.4766734279918864,0.7016012843830474,0.956406064915181
10464113.txt,Human,7.707346802340744,208.9982138257883,0.014829485274381856,0.8068300557589236,0.33260393873085337,0.05921052631578947,0.4299781181619256,0.5542868702803309,0.963431375243194
10466208.txt,Human,7.554467356081004,187.98416837254598,0.031730246361204945,0.48446125416792574,0.26555555555555554,0.7639198218262806,0.30666666666666664,1.0437612685542046,0.9582003494645178
10466583.txt,Human,6.607970680383669,97.54328676797688,0.010205815736768832,0.5830826804928281,0.45454545454545453,0.26666666666666666,0.5371900826446281,0.6554666118295088,0.9651259698232828
10480456.txt,Human,8.322223090509695,320.06543881293237,0.049621340004509636,3.168861135437933,0.27866473149492016,0.3467312348668281,0.31204644412191584,4.517481641519074,0.9991191268312951
10549585.txt,Human,7.830813906823189,227.67213303204778,0.02289549182931051,0.6711781681523188,0.4240331491712707,0.01662049861495845,0.5027624309392266,1.0035719805629544,0.9528029188896464
10553553.txt,Human,7.563561845795512,189.17292964671134,0.022628907948350513,0.8101054231299836,0.42671009771986973,0.06699346405228758,0.49022801302931596,1.0568682813377386,0.9848646348558844
10554045.txt,Human,8.072821879916502,269.25361044868475,0.023683703825008246,0.9708449881741946,0.42824339839265213,0.04833141542002301,0.5063145809414467,1.4951954604062063,0.9532144680284221
10554236.txt,Human,8.435916260695848,346.3090455201049,0.023424012104034258,0.4201682130728033,0.2086981903093987,0.3195093457943925,0.27553998832457677,0.43806921804226634,0.9667218255701021
10562768.txt,Human,7.908191651486363,240.21653519479213,0.030962253603478842,0.8771173980593037,0.41154791154791154,0.17857142857142858,0.4680589680589681,0.8256613137775145,0.9637711938376422
10567764.txt,Human,7.326789765525658,160.54008602155182,0.04005055762848847,1.7815551571033104,0.26185344827586204,0.6285097192224622,0.30495689655172414,0.8771902648699529,0.9906685298808592
10624813.txt,Human,7.98556389578694,253.45114930398418,0.04824501199516851,0.45478346072577785,0.4143835616438356,0.09382151029748284,0.4954337899543379,0.5114291856233469,0.9607467044281908
10659182.txt,Human,7.82374603796368,226.5594782615155,0.013915838381190456,3.609726752400019,0.46909667194928684,0.06995230524642289,0.5467511885895404,0.6828202946185259,0.9644166142686998
10738095.txt,Human,7.717411658165885,210.4613723647751,0.022941134067514055,0.5630053193221302,0.3113026819923372,0.41746641074856045,0.3726053639846743,0.8671515620177924,0.9778421734472362
10748989.txt,Human,7.075109102131776,134.8404093655287,0.027532236982652458,0.9548782614227788,0.3164005805515239,0.5094614264919942,0.3468795355587808,1.5039850166739606,0.971793499061507
10751444.txt,Human,8.119923865076373,278.189443609111,0.040827854181839214,1.976900226412184,0.403954802259887,0.08679245283018867,0.4774011299435028,0.8988321081851565,0.9776408351712002
10820510.txt,Human,7.000066786843261,128.0059256555069,0.01830718292020667,0.8009824527982679,0.44542772861356933,0.08902077151335312,0.528023598820059,0.7293596075506058,0.98176612235051
10830646.txt,Human,7.7631323991110115,217.2379582991618,0.1250978833440555,1.852950518189541,0.2937181663837012,0.358843537414966,0.3471986417657046,1.6704786807807976,0.9602776027857972
10840430.txt,Human,7.880799339559755,235.6985935428019,0.022032360885392684,1.6011371539554193,0.3833515881708653,0.04061470911086718,0.44468784227820374,0.9466400948984455,0.9434707727814468
10926726.txt,Human,7.829130008727308,227.4065515952907,0.030181264719656126,1.2688349680353659,0.40228245363766046,0.03719599427753934,0.47788873038516405,1.1237609658054775,0.9618536652400519
10945968.txt,Human,7.534257110349235,185.36911873667157,0.02167223827782829,1.5065317216594583,0.35185185185185186,0.10463576158940398,0.4372523117569353,0.6987439709494605,0.9908446954187613
10953078.txt,Human,7.767548697472747,217.9039740015939,0.050049669039856366,0.9636653745895458,0.40620592383638926,0.16407355021216408,0.47531734837799716,0.7288974918822676,0.9278374919249742
10969918.txt,Human,7.717307172184368,210.44613042788222,0.01551018806676941,1.4066811639150165,0.4432515337423313,0.02923076923076923,0.5506134969325154,1.1045637635445287,0.967656173821858
10984392.txt,Human,8.153781888024072,284.7953711965483,0.01434873000575117,0.7693849049829435,0.4500601684717208,0.024125452352231604,0.54632972322503,0.5456594450468232,0.9677009814966846
11121498.txt,Human,7.8425367583513195,229.5296562967745,0.020548529155560942,0.9257018634452068,0.42857142857142855,0.0448318804483188,0.5006211180124224,1.2750620803021933,0.9865261175488489
11152490.txt,Human,8.282502076577025,311.3734396349435,0.04766804148627799,0.5882814336984014,0.3045507584597433,0.08177570093457943,0.38156359393232203,0.7071893196090598,0.9767018612641692
11174187.txt,Human,8.107683492607615,275.8391631849235,0.026550259723597983,1.2722937733212687,0.32114467408585057,0.06284805091487669,0.4130262112787927,0.8523269784241713,0.9640155193559101
11188218.txt,Human,8.058666761370677,266.62472482306936,0.029426973892094505,1.3083104898740536,0.46055979643765904,0.04336734693877551,0.544529262086514,0.8565880080259048,0.9844305955667797
11232471.txt,Human,6.74106327741825,106.97006240638089,0.025986153929977676,0.4761297403354565,0.4830188679245283,0.03802281368821293,0.5660377358490566,0.5347127392086364,0.9683723895493932
11262933.txt,Human,7.7755946476347155,219.12262556200744,0.020037946809701314,0.4702540620361187,0.3824228028503563,0.14047619047619048,0.44655581947743467,0.827599258053739,0.9064567489645408
11289482.txt,Human,8.059388156824777,266.7580793821848,0.01832699486431637,0.7056661245492186,0.37165510406342916,0.0605759682224429,0.46085232903865214,0.729019062841254,0.9871968175522898
11333001.txt,Human,8.034401256300484,262.1777157725472,0.01660595740458091,0.25808771564248617,0.48855989232839836,0.02699055330634278,0.5773889636608345,0.5726066721621996,0.948504176541401
11336022.txt,Human,7.33533687554069,161.49401347968578,0.019395064612258886,0.4937629991342881,0.4567901234567901,0.05955334987593052,0.5753086419753086,0.6711396782215828,0.965736673480888
11393213.txt,Human,7.29728497876183,157.2902003118763,0.006854891958872092,0.23931793213057864,0.31610044313146235,0.8148148148148148,0.36336779911373707,0.760520065387647,0.9758625543883648
11441764.txt,Human,7.897326563045868,238.41423432227114,0.023688863555305105,0.637684552102721,0.41482444733420026,0.03911342894393742,0.49154746423927176,0.82366007662688,0.9805849476748691
11480899.txt,Human,7.859281195454271,232.20917964957198,0.024370101562355945,1.913421182717523,0.3309024612579763,0.08949771689497717,0.4056517775752051,1.3282361412061143,0.9879581059742397
11522068.txt,Human,6.652219424244834,100.58137872363834,0.006135835933596457,1.6719943155405632,0.5132275132275133,0.0213903743315508,0.6455026455026455,0.6054487394420651,0.9676850448595304
11580408.txt,Human,7.527324665650082,184.48051887543866,0.07047365871861583,3.458027705106629,0.3637602179836512,0.15163934426229508,0.4223433242506812,1.9710813324762666,0.9648468002469215
11584809.txt,Human,7.513659612148945,182.7413885145419,0.0311831460716104,0.5175492331091953,0.4405144694533762,0.05806451612903226,0.5,0.7607212084489883,0.9676608062746606
11592605.txt,Human,7.8933540344057285,237.75865251813568,0.01898454881019369,1.430064809571451,0.4580745341614907,0.056074766355140186,0.546583850931677,0.9692204916012016,0.9876341638642542
11698189.txt,Human,7.632759048594126,198.46751104744905,0.03271418188884095,0.6244432898927859,0.48975409836065575,0.06995884773662552,0.5778688524590164,0.6600083582912302,0.9772191891515092
11704150.txt,Human,7.619089144514151,196.59586185769,0.014873022644210828,0.9315845154598229,0.45454545454545453,0.37865748709122204,0.5197255574614065,2.2235823547354356,0.9781536020353367
11722421.txt,Human,7.437461981278185,173.34014198953608,0.022532358721122588,1.0116768827912577,0.38003220611916266,0.10339256865912763,0.4524959742351047,0.8652561670504861,0.9450962859920067
11807040.txt,Human,8.410871712840713,340.3491538613337,0.03462179674157162,0.7001335710393427,0.4149443561208267,0.1178343949044586,0.4841017488076312,1.2442437129914776,0.9528158902078315
11813872.txt,Human,7.889337437874027,237.0976310217422,0.030123840947778487,2.3168040059808694,0.3024193548387097,0.09046849757673667,0.36532258064516127,0.7546115430096252,0.9535206671231481
11887930.txt,Human,7.760249271342909,216.80425654300615,0.07227589756362457,1.4459059434953738,0.36117936117936117,0.22536945812807882,0.4152334152334152,1.0898721808645055,0.9867080590903424
11919526.txt,Human,7.917300271503021,241.73796755713246,0.09077456440372783,2.1572684670747813,0.4398092967818832,0.1854066985645933,0.4880668257756563,1.221217208413513,0.9381600045427673
11958994.txt,Human,7.926976893901503,243.36483217022757,0.017026759926274337,0.6506559988327872,0.4344919786096257,0.08445040214477212,0.5120320855614974,0.6692408979704455,0.9634940717419896
11995013.txt,Human,7.673866849171549,204.20393390293134,0.03082327670643405,1.7077921483361476,0.3885941644562334,0.12632978723404256,0.46286472148541113,2.116445964730027,0.9230391978590642
12021752.txt,Human,7.4602632896285765,176.1014880405008,0.019618170896651625,2.4106901103170957,0.3728,0.47191011235955055,0.4256,1.1259914410568728,0.9728929225942495
12022566.txt,Human,7.784223954341613,220.43720875878606,0.031118060055431378,1.7171491140072113,0.4200848656294201,0.06808510638297872,0.48514851485148514,1.0262460317974569,0.9901749747749039
12059198.txt,Human,7.24406949060147,151.59406800540077,0.010097048652843962,1.1400925150934862,0.4597402597402597,0.06788511749347259,0.5558441558441558,0.7199064565083779,0.9463956591798788
12059610.txt,Human,7.757050715282937,216.32411875130313,0.022652106245261747,0.6409950215713545,0.3685968819599109,0.23102678571428573,0.43875278396436523,0.5738880777285776,0.9737303635904155
12065211.txt,Human,7.855769723589598,231.64467747886098,0.02634879741677062,1.1060261196803731,0.4447334200260078,0.06388526727509779,0.5084525357607282,0.7949188618618526,0.9877657671705208
12071138.txt,Human,7.663219752088702,202.70245505921673,0.023492269362215528,0.466773956216442,0.27953044754218637,0.1462160176340926,0.33162142333088773,0.7529976422226052,0.9800689674107134
12082377.txt,Human,7.267636450135561,154.0907500275644,0.011092431822934729,0.4836094643574901,0.335016835016835,0.375,0.4090909090909091,0.6548569404450788,0.9834678042529966
12085736.txt,Human,7.6941312831392015,207.09246943509885,0.018711023436189272,0.35112014880077685,0.3951935914552737,0.058902275769745646,0.45927903871829107,0.5208623470027279,0.9635712289848342
12144825.txt,Human,7.633031229415676,198.50495773205742,0.023281614386095807,4.032403872734001,0.4693069306930693,0.041749502982107355,0.5366336633663367,0.9735693904356408,0.9765098290488976
12155206.txt,Human,7.673329629066354,204.12790810871707,0.05168397187684062,0.781459955278873,0.44768439108061747,0.10327022375215146,0.5145797598627787,0.7384528118742198,0.9746224073404197
12191094.txt,Human,7.707250964363925,208.98433057248428,0.026420181413296412,0.6861607526614882,0.4017094017094017,0.07,0.47435897435897434,1.1489761576875452,0.9892054599802319
12212468.txt,Human,7.754402229966727,215.927357366032,0.02578991061168155,1.1869688788950608,0.3060869565217391,0.24804177545691905,0.37445699391833187,0.7991850345543646,0.9290934132594522
12254068.txt,Human,7.827187825211672,227.1006185410959,0.025193861059790174,0.5665784589676782,0.3605051664753157,0.12428078250863062,0.45120551090700345,0.7586121569155188,0.9781047774843636
12351749.txt,Human,7.280763904388641,155.49925998197511,0.033290926220119886,0.8543631262191047,0.45794392523364486,0.11032863849765258,0.5210280373831776,1.148637337508331,0.9883820767086451
12545844.txt,Human,7.121437620184841,139.24074424277023,0.01345729631070386,0.6093820384441943,0.4752186588921283,0.08211143695014662,0.5597667638483965,0.5424962994548578,0.9828133756867421
12547982.txt,Human,7.526063720190385,184.31934950949758,0.023395570251341393,1.62097749101185,0.2712665406427221,0.2803030303030303,0.32892249527410206,0.7246739121377265,0.9551969303172724
