file,lexical_density,pattern_regularity,repetition,sentence_evenness,tonal_stability
10138632.txt,0.4328767123287671,0.042582417582417584,0.5,0.5022837691983986,0.9878571224243383
10176815.txt,0.43884892086330934,0.09956709956709957,0.5050359712230216,0.8277360992739211,0.9663425759982484
10182582.txt,0.4931972789115646,0.11643835616438356,0.5850340136054422,0.6698448978847161,0.9603231874751892
10186968.txt,0.5393700787401575,0.04940711462450593,0.6220472440944882,0.5091441457019623,0.9639066847804868
10268614.txt,0.45875542691751087,0.07111756168359942,0.5209840810419681,1.4203534923751364,0.9852747061992587
10395944.txt,0.3711967545638945,0.11608961303462322,0.4766734279918864,0.7016012843830474,0.956406064915181
10464113.txt,0.33260393873085337,0.05921052631578947,0.4299781181619256,0.5542868702803309,0.963431375243194
10466208.txt,0.26555555555555554,0.7639198218262806,0.30666666666666664,1.0437612685542046,0.9582003494645178
10466583.txt,0.45454545454545453,0.26666666666666666,0.5371900826446281,0.6554666118295088,0.9651259698232828
10480456.txt,0.27866473149492016,0.3467312348668281,0.31204644412191584,4.517481641519074,0.9991191268312951
10549585.txt,0.4240331491712707,0.01662049861495845,0.5027624309392266,1.0035719805629544,0.9528029188896464
10553553.txt,0.42671009771986973,0.06699346405228758,0.49022801302931596,1.0568682813377386,0.9848646348558844
10554045.txt,0.42824339839265213,0.04833141542002301,0.5063145809414467,1.4951954604062063,0.9532144680284221
10554236.txt,0.2086981903093987,0.3195093457943925,0.27553998832457677,0.43806921804226634,0.9667218255701021
10562768.txt,0.41154791154791154,0.17857142857142858,0.4680589680589681,0.8256613137775145,0.9637711938376422
10567764.txt,0.26185344827586204,0.6285097192224622,0.30495689655172414,0.8771902648699529,0.9906685298808592
10624813.txt,0.4143835616438356,0.09382151029748284,0.4954337899543379,0.5114291856233469,0.9607467044281908
10659182.txt,0.46909667194928684,0.06995230524642289,0.5467511885895404,0.6828202946185259,0.9644166142686998
10738095.txt,0.3113026819923372,0.41746641074856045,0.3726053639846743,0.8671515620177924,0.9778421734472362
10748989.txt,0.3164005805515239,0.5094614264919942,0.3468795355587808,1.5039850166739606,0.971793499061507
10751444.txt,0.403954802259887,0.08679245283018867,0.4774011299435028,0.8988321081851565,0.9776408351712002
10820510.txt,0.44542772861356933,0.08902077151335312,0.528023598820059,0.7293596075506058,0.98176612235051
10830646.txt,0.2937181663837012,0.358843537414966,0.3471986417657046,1.6704786807807976,0.9602776027857972
10840430.txt,0.3833515881708653,0.04061470911086718,0.44468784227820374,0.9466400948984455,0.9434707727814468
10926726.txt,0.40228245363766046,0.03719599427753934,0.47788873038516405,1.1237609658054775,0.9618536652400519
10945968.txt,0.35185185185185186,0.10463576158940398,0.4372523117569353,0.6987439709494605,0.9908446954187613
