group,file,lexical_density,pattern_regularity,repetition,sentence_evenness,tonal_stability
Human,10138632.txt,0.4328767123287671,0.042582417582417584,0.5,0.5022837691983986,0.9878571224243383
Human,10176815.txt,0.43884892086330934,0.09956709956709957,0.5050359712230216,0.8277360992739211,0.9663425759982484
Human,10182582.txt,0.4931972789115646,0.11643835616438356,0.5850340136054422,0.6698448978847161,0.9603231874751892
Human,10186968.txt,0.5393700787401575,0.04940711462450593,0.6220472440944882,0.5091441457019623,0.9639066847804868
Human,10268614.txt,0.45875542691751087,0.07111756168359942,0.5209840810419681,1.4203534923751364,0.9852747061992587
Human,10395944.txt,0.3711967545638945,0.11608961303462322,0.4766734279918864,0.7016012843830474,0.956406064915181
Human,10464113.txt,0.33260393873085337,0.05921052631578947,0.4299781181619256,0.5542868702803309,0.963431375243194
Human,10466208.txt,0.26555555555555554,0.7639198218262806,0.30666666666666664,1.0437612685542046,0.9582003494645178
Human,10466583.txt,0.45454545454545453,0.26666666666666666,0.5371900826446281,0.6554666118295088,0.9651259698232828
Human,10480456.txt,0.27866473149492016,0.3467312348668281,0.31204644412191584,4.517481641519074,0.9991191268312951
Human,10549585.txt,0.4240331491712707,0.01662049861495845,0.5027624309392266,1.0035719805629544,0.9528029188896464
Human,10553553.txt,0.42671009771986973,0.06699346405228758,0.49022801302931596,1.0568682813377386,0.9848646348558844
Human,10554045.txt,0.42824339839265213,0.04833141542002301,0.5063145809414467,1.4951954604062063,0.9532144680284221
Human,10554236.txt,0.2086981903093987,0.3195093457943925,0.27553998832457677,0.43806921804226634,0.9667218255701021
Human,10562768.txt,0.41154791154791154,0.17857142857142858,0.4680589680589681,0.8256613137775145,0.9637711938376422
Human,10567764.txt,0.26185344827586204,0.6285097192224622,0.30495689655172414,0.8771902648699529,0.9906685298808592
Human,10624813.txt,0.4143835616438356,0.09382151029748284,0.4954337899543379,0.5114291856233469,0.9607467044281908
Human,10659182.txt,0.46909667194928684,0.06995230524642289,0.5467511885895404,0.6828202946185259,0.9644166142686998
Human,10738095.txt,0.3113026819923372,0.41746641074856045,0.3726053639846743,0.8671515620177924,0.9778421734472362
Human,10748989.txt,0.3164005805515239,0.5094614264919942,0.3468795355587808,1.5039850166739606,0.971793499061507
Human,10751444.txt,0.403954802259887,0.08679245283018867,0.4774011299435028,0.8988321081851565,0.9776408351712002
Human,10820510.txt,0.44542772861356933,0.08902077151335312,0.528023598820059,0.7293596075506058,0.98176612235051
Human,10830646.txt,0.2937181663837012,0.358843537414966,0.3471986417657046,1.6704786807807976,0.9602776027857972
Human,10840430.txt,0.3833515881708653,0.04061470911086718,0.44468784227820374,0.9466400948984455,0.9434707727814468
Human,10926726.txt,0.40228245363766046,0.03719599427753934,0.47788873038516405,1.1237609658054775,0.9618536652400519
Human,10945968.txt,0.35185185185185186,0.10463576158940398,0.4372523117569353,0.6987439709494605,0.9908446954187613
Human,10953078.txt,0.40620592383638926,0.16407355021216408,0.47531734837799716,0.7288974918822676,0.9278374919249742
Human,10969918.txt,0.4432515337423313,0.02923076923076923,0.5506134969325154,1.1045637635445287,0.967656173821858
Human,10984392.txt,0.4500601684717208,0.024125452352231604,0.54632972322503,0.5456594450468232,0.9677009814966846
Human,11121498.txt,0.42857142857142855,0.0448318804483188,0.5006211180124224,1.2750620803021933,0.9865261175488489
Human,11152490.txt,0.3045507584597433,0.08177570093457943,0.38156359393232203,0.7071893196090598,0.9767018612641692
Human,11174187.txt,0.32114467408585057,0.06284805091487669,0.4130262112787927,0.8523269784241713,0.9640155193559101
Human,11188218.txt,0.46055979643765904,0.04336734693877551,0.544529262086514,0.8565880080259048,0.9844305955667797
Human,11232471.txt,0.4830188679245283,0.03802281368821293,0.5660377358490566,0.5347127392086364,0.9683723895493932
Human,11262933.txt,0.3824228028503563,0.14047619047619048,0.44655581947743467,0.827599258053739,0.9064567489645408
Human,11289482.txt,0.37165510406342916,0.0605759682224429,0.46085232903865214,0.729019062841254,0.9871968175522898
Human,11333001.txt,0.48855989232839836,0.02699055330634278,0.5773889636608345,0.5726066721621996,0.948504176541401
Human,11336022.txt,0.4567901234567901,0.05955334987593052,0.5753086419753086,0.6711396782215828,0.965736673480888
Human,11393213.txt,0.31610044313146235,0.8148148148148148,0.36336779911373707,0.760520065387647,0.9758625543883648
Human,11441764.txt,0.41482444733420026,0.03911342894393742,0.49154746423927176,0.82366007662688,0.9805849476748691
Human,11480899.txt,0.3309024612579763,0.08949771689497717,0.4056517775752051,1.3282361412061143,0.9879581059742397
Human,11522068.txt,0.5132275132275133,0.0213903743315508,0.6455026455026455,0.6054487394420651,0.9676850448595304
Human,11580408.txt,0.3637602179836512,0.15163934426229508,0.4223433242506812,1.9710813324762666,0.9648468002469215
Human,11584809.txt,0.4405144694533762,0.05806451612903226,0.5,0.7607212084489883,0.9676608062746606
Human,11592605.txt,0.4580745341614907,0.056074766355140186,0.546583850931677,0.9692204916012016,0.9876341638642542
Human,11698189.txt,0.48975409836065575,0.06995884773662552,0.5778688524590164,0.6600083582912302,0.9772191891515092
Human,11704150.txt,0.45454545454545453,0.37865748709122204,0.5197255574614065,2.2235823547354356,0.9781536020353367
Human,11722421.txt,0.38003220611916266,0.10339256865912763,0.4524959742351047,0.8652561670504861,0.9450962859920067
Human,11807040.txt,0.4149443561208267,0.1178343949044586,0.4841017488076312,1.2442437129914776,0.9528158902078315
Human,11813872.txt,0.3024193548387097,0.09046849757673667,0.36532258064516127,0.7546115430096252,0.9535206671231481
Human,11887930.txt,0.36117936117936117,0.22536945812807882,0.4152334152334152,1.0898721808645055,0.9867080590903424
Human,11919526.txt,0.4398092967818832,0.1854066985645933,0.4880668257756563,1.221217208413513,0.9381600045427673
Human,11958994.txt,0.4344919786096257,0.08445040214477212,0.5120320855614974,0.6692408979704455,0.9634940717419896
Human,11995013.txt,0.3885941644562334,0.12632978723404256,0.46286472148541113,2.116445964730027,0.9230391978590642
Human,12021752.txt,0.3728,0.47191011235955055,0.4256,1.1259914410568728,0.9728929225942495
Human,12022566.txt,0.4200848656294201,0.06808510638297872,0.48514851485148514,1.0262460317974569,0.9901749747749039
Human,12059198.txt,0.4597402597402597,0.06788511749347259,0.5558441558441558,0.7199064565083779,0.9463956591798788
Human,12059610.txt,0.3685968819599109,0.23102678571428573,0.43875278396436523,0.5738880777285776,0.9737303635904155
Human,12065211.txt,0.4447334200260078,0.06388526727509779,0.5084525357607282,0.7949188618618526,0.9877657671705208
Human,12071138.txt,0.27953044754218637,0.1462160176340926,0.33162142333088773,0.7529976422226052,0.9800689674107134
Human,12082377.txt,0.335016835016835,0.375,0.4090909090909091,0.6548569404450788,0.9834678042529966
Human,12085736.txt,0.3951935914552737,0.058902275769745646,0.45927903871829107,0.5208623470027279,0.9635712289848342
Human,12144825.txt,0.4693069306930693,0.041749502982107355,0.5366336633663367,0.9735693904356408,0.9765098290488976
Human,12155206.txt,0.44768439108061747,0.10327022375215146,0.5145797598627787,0.7384528118742198,0.9746224073404197
Human,12191094.txt,0.4017094017094017,0.07,0.47435897435897434,1.1489761576875452,0.9892054599802319
Human,12212468.txt,0.3060869565217391,0.24804177545691905,0.37445699391833187,0.7991850345543646,0.9290934132594522
Human,12254068.txt,0.3605051664753157,0.12428078250863062,0.45120551090700345,0.7586121569155188,0.9781047774843636
Human,12351749.txt,0.45794392523364486,0.11032863849765258,0.5210280373831776,1.148637337508331,0.9883820767086451
Human,12545844.txt,0.4752186588921283,0.08211143695014662,0.5597667638483965,0.5424962994548578,0.9828133756867421
Human,12547982.txt,0.2712665406427221,0.2803030303030303,0.32892249527410206,0.7246739121377265,0.9551969303172724
Human,12587973.txt,0.41237113402061853,0.08862629246676514,0.5066273932253313,1.0312129488625044,0.940747680215541
Human,12613221.txt,0.4053398058252427,0.15853658536585366,0.4733009708737864,0.9949127519762692,0.9926682595687896
Human,12632728.txt,0.0,0,0,0.0,1.0
Human,12674256.txt,0.4380704041720991,0.047058823529411764,0.5384615384615384,1.3889073630570978,0.9942403686352649
Human,12674307.txt,0.46766169154228854,0.015,0.5771144278606966,1.3648474919758966,0.8797054094287521
Human,12693146.txt,0.297153024911032,0.38324420677361853,0.37544483985765126,0.5619587984637282,0.9566774786723634
Human,12695537.txt,0.4689189189189189,0.06233062330623306,0.5297297297297298,0.9019269494932626,0.982469898011358
Human,12696104.txt,0.41346153846153844,0.3235294117647059,0.5,0.9451080185178129,0.9822992694111403
Human,12717345.txt,0.3948948948948949,0.12349397590361445,0.46096096096096095,0.8839098437777704,0.9749403466150901
Human,12780508.txt,0.3440082644628099,0.061076604554865424,0.4318181818181818,0.7468400407349053,0.9839974666007395
Human,12786012.txt,0.3996710526315789,0.08250825082508251,0.48026315789473684,0.7954678291200072,0.9829887703751253
Human,12791244.txt,0.464354527938343,0.07543520309477757,0.5375722543352601,0.9431999500172851,0.9476350495980305
Human,12802330.txt,0.3572311495673671,0.03965303593556382,0.4363411619283066,0.9606249243023058,0.9842180018246123
Human,12839152.txt,0.33836206896551724,0.3174946004319654,0.41810344827586204,0.6324279371672596,0.9752090900333302
Human,12920612.txt,0.38814993954050786,0.052121212121212124,0.4655380894800484,0.8046088509219518,0.9524491985277064
Human,12938200.txt,0.4465592972181552,0.07342143906020558,0.5285505124450952,0.7202046214119855,0.9530409442831568
Human,12955994.txt,0.3731481481481482,0.04359925788497217,0.42777777777777776,1.164618798879187,0.9648601013662729
Human,13014900.txt,0.36091205211726385,0.10176125244618395,0.44234527687296415,0.8477830075880478,0.9693599841632151
Human,13037145.txt,0.5088757396449705,0.06547619047619048,0.5680473372781065,0.8785338439274538,0.9805069904642181
Human,13087952.txt,0.3602693602693603,0.5287162162162162,0.4225589225589226,0.6019555607474748,0.9381900942206212
Human,13115648.txt,0.46129541864139023,0.03486529318541997,0.5545023696682464,0.814326029053176,0.9645813778506404
Human,13129275.txt,0.4095826893353941,0.05581395348837209,0.47449768160741884,0.9179507499352588,0.9961185031044307
Human,13264796.txt,0.19943932719263116,0.8364729458917836,0.24028834601521826,1.9257312568949538,0.9842896717253251
Human,13294301.txt,0.30564784053156147,0.8366666666666667,0.3588039867109635,0.6391313392224504,0.9270337881601303
Human,13296856.txt,0.40852575488454707,0.062388591800356503,0.49023090586145646,1.6121038287606415,0.8267308620523972
Human,13313917.txt,0.4481751824817518,0.0527086383601757,0.5109489051094891,0.7582712936038328,0.9738341329133051
Human,13342150.txt,0.48342541436464087,0.04155124653739612,0.5607734806629834,0.7990529372993894,0.9501630699770233
Human,13348915.txt,0.37936267071320184,0.3592085235920852,0.4324734446130501,0.7881009846884559,0.9708849480982034
Human,13385306.txt,0.3192090395480226,0.06382978723404255,0.39745403111739747,0.8778883818215149,0.984558479151139
Human,13386301.txt,0.30182232346241455,0.2557077625570776,0.37699316628701596,1.6519766751714837,0.9848282818197797
Human,13393401.txt,0.36351875808538164,0.05714285714285714,0.4494818652849741,0.590798944996957,0.9652726840369525
Human,13405229.txt,0.2998921251348436,0.7885652642934197,0.3401506996770721,1.172315281919741,0.9521559038681993
Human,13518263.txt,0.4411764705882353,0.17105263157894737,0.5359477124183006,0.46711739735041846,0.9447217127346288
Human,13520837.txt,0.4149326805385557,0.05889570552147239,0.49571603427172584,1.3552365843333865,0.9458418690661057
Human,13565152.txt,0.32509505703422054,0.1548223350253807,0.3960709759188847,0.7385477084806684,0.9747833566813083
Human,13569152.txt,0.4304932735426009,0.0704647676161919,0.515695067264574,0.8336343219774158,0.9781873710158694
