file,lexical_density,pattern_regularity,repetition,sentence_evenness,tonal_stability
10138632_AI.txt,0.5389908256880734,0.02304147465437788,0.6192660550458715,0.650943799197462,0.9661621594646629
10176815_AI.txt,0.5210084033613446,0.04852320675105485,0.5945378151260504,0.8112147542319567,0.9766145316282384
10182582_AI.txt,0.5052631578947369,0.037037037037037035,0.5947368421052631,0.8676270388470217,0.9683148369611249
10186968_AI.txt,0.5448979591836735,0.0430327868852459,0.6326530612244898,0.6991389884566336,0.9390474814832764
10268614_AI.txt,0.4520367936925099,0.077733860342556,0.5164257555847569,0.6525536235080394,0.9617308135551893
10395944_AI.txt,0.45714285714285713,0.05077262693156733,0.5582417582417583,0.7533876431234794,0.9601141741920658
10464113_AI.txt,0.44234404536862004,0.06261859582542695,0.5425330812854442,0.5884928643686843,0.968911572057747
10466208_AI.txt,0.5011441647597255,0.034482758620689655,0.5949656750572082,0.8205735286716057,0.951857528237658
10466583_AI.txt,0.4864864864864865,0.1245136186770428,0.583011583011583,0.4953885124105231,0.9540337555693377
10480456_AI.txt,0.42196531791907516,0.12028985507246377,0.48121387283236994,0.6187426076712053,0.961266877751228
10549585_AI.txt,0.4553415061295972,0.04569420035149385,0.5288966725043783,0.9364282648737609,0.94971285111778
10553553_AI.txt,0.4511400651465798,0.07026143790849673,0.509771986970684,0.8815800090121064,0.9923506305561297
10554045_AI.txt,0.5135135135135135,0.013574660633484163,0.6058558558558559,0.6560717361673878,0.9466711827373478
10554236_AI.txt,0.42686567164179107,0.05688622754491018,0.5059701492537313,0.48755410259746107,0.9549095418718574
10562768_AI.txt,0.4853700516351119,0.06563039723661486,0.5611015490533563,0.8117009555537124,0.9484670739655272
10567764_AI.txt,0.4750499001996008,0.0841683366733467,0.564870259481038,0.9753684163984939,0.9550540841699058
10624813_AI.txt,0.45335276967930027,0.10526315789473684,0.532069970845481,0.7200398915700088,0.9521433055314146
10659182_AI.txt,0.5334645669291339,0.02766798418972332,0.6161417322834646,0.8150202330627595,0.9619396163517104
10738095_AI.txt,0.41812865497076024,0.20087976539589442,0.4956140350877193,0.9971948012905056,0.9574818535761853
10748989_AI.txt,0.36476043276661513,0.31007751937984496,0.41576506955177744,1.057970257686876,0.9715794432151721
10751444_AI.txt,0.45058139534883723,0.09766763848396501,0.5101744186046512,0.7129641045079763,0.9621742768093225
10820510_AI.txt,0.467005076142132,0.07397959183673469,0.5558375634517766,0.9479078731494784,0.9672849665753959
10830646_AI.txt,0.44838212634822805,0.08500772797527048,0.5161787365177196,0.7129771299178304,0.9684918628169359
10840430_AI.txt,0.46955128205128205,0.04823151125401929,0.530448717948718,0.9340632219728877,0.9641441236354942
10926726_AI.txt,0.45709828393135726,0.057902973395931145,0.5241809672386896,0.8081463894876884,0.9650444817582602
10945968_AI.txt,0.462406015037594,0.062146892655367235,0.551594746716698,0.6369207638495488,0.9917419901989681
10953078_AI.txt,0.45611015490533563,0.07081174438687392,0.5094664371772806,0.7304896562779312,0.9169869766998174
10969918_AI.txt,0.5170340681362725,0.03822937625754527,0.5951903807615231,0.9000028089212329,0.9663458752084986
10984392_AI.txt,0.5088652482269503,0.021352313167259787,0.599290780141844,0.5705549236306978,0.9712797514508824
11121498_AI.txt,0.46116504854368934,0.048701298701298704,0.529126213592233,0.3393854311223104,0.9658295982720312
