group,file,entropy,perplexity,rolling_entropy,sentence_entropy_variance
Human,10138632.txt,7.630211483530476,198.11735891261938,0.024495149625168317,0.41562971590539555
Human,10176815.txt,7.893368771568648,237.76108124062694,0.041630141745756334,0.7146513051831619
Human,10182582.txt,7.009106454164541,128.81050577869672,0.00665532878205054,0.5987453323339439
Human,10186968.txt,7.725686652605384,211.67200304500398,0.03211594534588582,0.3671610896833295
Human,10268614.txt,7.7481486059408144,214.99340661863326,0.017460214121305332,1.873321903142825
Human,10395944.txt,7.269834653668898,154.3257137621251,0.020158348891618334,1.20483280368833
Human,10464113.txt,7.707346802340744,208.9982138257883,0.014829485274381856,0.8068300557589236
Human,10466208.txt,7.554467356081004,187.98416837254598,0.031730246361204945,0.48446125416792574
Human,10466583.txt,6.607970680383669,97.54328676797688,0.010205815736768832,0.5830826804928281
Human,10480456.txt,8.322223090509695,320.06543881293237,0.049621340004509636,3.168861135437933
Human,10549585.txt,7.830813906823189,227.67213303204778,0.02289549182931051,0.6711781681523188
Human,10553553.txt,7.563561845795512,189.17292964671134,0.022628907948350513,0.8101054231299836
Human,10554045.txt,8.072821879916502,269.25361044868475,0.023683703825008246,0.9708449881741946
Human,10554236.txt,8.435916260695848,346.3090455201049,0.023424012104034258,0.4201682130728033
Human,10562768.txt,7.908191651486363,240.21653519479213,0.030962253603478842,0.8771173980593037
Human,10567764.txt,7.326789765525658,160.54008602155182,0.04005055762848847,1.7815551571033104
Human,10624813.txt,7.98556389578694,253.45114930398418,0.04824501199516851,0.45478346072577785
Human,10659182.txt,7.82374603796368,226.5594782615155,0.013915838381190456,3.609726752400019
Human,10738095.txt,7.717411658165885,210.4613723647751,0.022941134067514055,0.5630053193221302
Human,10748989.txt,7.075109102131776,134.8404093655287,0.027532236982652458,0.9548782614227788
Human,10751444.txt,8.119923865076373,278.189443609111,0.040827854181839214,1.976900226412184
Human,10820510.txt,7.000066786843261,128.0059256555069,0.01830718292020667,0.8009824527982679
Human,10830646.txt,7.7631323991110115,217.2379582991618,0.1250978833440555,1.852950518189541
Human,10840430.txt,7.880799339559755,235.6985935428019,0.022032360885392684,1.6011371539554193
Human,10926726.txt,7.829130008727308,227.4065515952907,0.030181264719656126,1.2688349680353659
Human,10945968.txt,7.534257110349235,185.36911873667157,0.02167223827782829,1.5065317216594583
Human,10953078.txt,7.767548697472747,217.9039740015939,0.050049669039856366,0.9636653745895458
Human,10969918.txt,7.717307172184368,210.44613042788222,0.01551018806676941,1.4066811639150165
Human,10984392.txt,8.153781888024072,284.7953711965483,0.01434873000575117,0.7693849049829435
Human,11121498.txt,7.8425367583513195,229.5296562967745,0.020548529155560942,0.9257018634452068
Human,11152490.txt,8.282502076577025,311.3734396349435,0.04766804148627799,0.5882814336984014
Human,11174187.txt,8.107683492607615,275.8391631849235,0.026550259723597983,1.2722937733212687
Human,11188218.txt,8.058666761370677,266.62472482306936,0.029426973892094505,1.3083104898740536
Human,11232471.txt,6.74106327741825,106.97006240638089,0.025986153929977676,0.4761297403354565
Human,11262933.txt,7.7755946476347155,219.12262556200744,0.020037946809701314,0.4702540620361187
Human,11289482.txt,8.059388156824777,266.7580793821848,0.01832699486431637,0.7056661245492186
Human,11333001.txt,8.034401256300484,262.1777157725472,0.01660595740458091,0.25808771564248617
Human,11336022.txt,7.33533687554069,161.49401347968578,0.019395064612258886,0.4937629991342881
Human,11393213.txt,7.29728497876183,157.2902003118763,0.006854891958872092,0.23931793213057864
Human,11441764.txt,7.897326563045868,238.41423432227114,0.023688863555305105,0.637684552102721
Human,11480899.txt,7.859281195454271,232.20917964957198,0.024370101562355945,1.913421182717523
Human,11522068.txt,6.652219424244834,100.58137872363834,0.006135835933596457,1.6719943155405632
Human,11580408.txt,7.527324665650082,184.48051887543866,0.07047365871861583,3.458027705106629
Human,11584809.txt,7.513659612148945,182.7413885145419,0.0311831460716104,0.5175492331091953
Human,11592605.txt,7.8933540344057285,237.75865251813568,0.01898454881019369,1.430064809571451
Human,11698189.txt,7.632759048594126,198.46751104744905,0.03271418188884095,0.6244432898927859
Human,11704150.txt,7.619089144514151,196.59586185769,0.014873022644210828,0.9315845154598229
Human,11722421.txt,7.437461981278185,173.34014198953608,0.022532358721122588,1.0116768827912577
Human,11807040.txt,8.410871712840713,340.3491538613337,0.03462179674157162,0.7001335710393427
Human,11813872.txt,7.889337437874027,237.0976310217422,0.030123840947778487,2.3168040059808694
Human,11887930.txt,7.760249271342909,216.80425654300615,0.07227589756362457,1.4459059434953738
Human,11919526.txt,7.917300271503021,241.73796755713246,0.09077456440372783,2.1572684670747813
Human,11958994.txt,7.926976893901503,243.36483217022757,0.017026759926274337,0.6506559988327872
Human,11995013.txt,7.673866849171549,204.20393390293134,0.03082327670643405,1.7077921483361476
Human,12021752.txt,7.4602632896285765,176.1014880405008,0.019618170896651625,2.4106901103170957
Human,12022566.txt,7.784223954341613,220.43720875878606,0.031118060055431378,1.7171491140072113
Human,12059198.txt,7.24406949060147,151.59406800540077,0.010097048652843962,1.1400925150934862
